,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
3363,3364,415641,707,WALLA WALLA             ,,WALLA WALLA,,415641,,PO BOX 602                    ,WALLA WALLA             ,WA,                         ,993620000.0,"TANGLETOWN HOLDINGS, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151014.0,927 W MAIN ST                 ,                         ,WALLA WALLA CANNABIS COMPANY                 ,6.03359e+15,993622746.0,,1,0,0,0,415641.0,282133,104390.0,1.110011577,0,False,12.55013387,11.55588916
3365,3366,415645,617,WENATCHEE               ,,CHELAN,,415645,,2328 EASY STREET              ,WENATCHEE               ,WA,                         ,988019010.0,FUN SPIRITS  L.L.C.,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151023.0,907 N WENATCHEE AVENUE STE B  ,                         ,THE BACK PORCH                               ,6.03255e+15,985011572.0,,1,0,0,0,415645.0,845339,276732.0,2.850009345,0,False,13.64749301,12.53080481
3376,3377,415658,478,SEATTLE                 ,,KING,,415658,,2327 GLEN KERRY CT            ,LACEY                   ,WA,                         ,985133411.0,"JUS LIQUOR, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151014.0,10859 1ST AVE S SUITE A       ,                         ,NIMBIN FARM                                  ,6.03189e+15,981681309.0,,1,0,0,0,415658.0,951655,333075.0,2.600003339,0,False,13.76595785,12.71612297
3378,3379,415662,103,ELLENSBURG              ,,KITTITAS,,415662,,PO BOX 1104                   ,ELLENSBURG              ,WA,                         ,989260000.0,CANNABIS CENTRAL OF ELLENSBURG LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151012.0,1516 WEST UNIVERSITY WAY      ,                         ,CANNABIS CENTRAL                             ,6.03384e+15,989260000.0,,1,0,0,0,415662.0,2302099,686849.0,4.59998461,0,False,14.64933187,13.43986975
3547,3548,415809,438,VANCOUVER               ,,CLARK,,415809,,8312 E MILL PLAIN BLVD        ,VANCOUVER               ,WA,                         ,986642007.0,"MARY JANE'S HOUSE OF GRASS, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151022.0,8312 E MILL PLAIN BLVD        ,                         ,"MARY JANE'S HOUSE OF GRASS, INC.             ",6.03381e+15,986642007.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
3635,3636,415896,522,SEATTLE                 ,,KING,,415896,,2224 2ND AVE                  ,SEATTLE                 ,WA,                         ,981212017.0,POST ONE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,2224 2ND AVE                  ,                         ,POST ONE                                     ,6.03361e+15,981212017.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
3853,3854,416102,503,SEATTLE                 ,,KING,,416102,,11110 NW 9TH AVE              ,VANCOUVER               ,WA,                         ,986853898.0,OTIS BIRD BOYD LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151023.0,12710 AURORA AVE N            ,                         ,OTIS BIRD MARIJUANA                          ,6.03552e+15,981337520.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
4589,4590,416801,619,TACOMA                  ,,PIERCE,,416801,,5212 SOUTH TACOMA WAY         ,TACOMA                  ,WA,                         ,984094319.0,REIGNIER LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,1625 CENTER ST                ,                         ,THE BLOOM ROOM                               ,6.03433e+15,984097920.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
4743,4744,416937,689,BREWSTER                ,,OKANOGAN,,416937,,74 PIT RD STE A               ,BREWSTER                ,WA,                         ,988129676.0,"TOP HAT CONCENTRATES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,74 PIT RD STE A               ,                         ,"TOP HAT CONCENTRATES, LLC                    ",6.0355e+15,988129676.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5275,5276,417511,722,LANGLEY                 ,,ISLAND,,417511,,5826 S KRAMER RD #201 & 204   ,LANGLEY                 ,WA,                         ,982600000.0,WHIDBEY ORGANICS LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,5826 S KRAMER RD STE A AND D  ,                         ,WHIDBEY ISLAND CANNABIS CO.                  ,6.03373e+15,982600000.0,,1,0,0,0,417511.0,824365,259093.0,4.100022771,5,True,13.62236867,12.46494235
5296,5297,417644,440,MARYSVILLE              ,,SNOHOMISH,,417644,,18750 DAYTON PL N             ,SHORELINE               ,WA,                         ,981333849.0,"GIRTON,  ADAM  P",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,2804 172ND ST NE              ,                         ,MARY TAJ                                     ,6.0355e+15,982714718.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5358,5359,419342,9,CENTRALIA               ,,LEWIS,,419342,,209 S TOWER AVE               ,CENTRALIA               ,WA,                         ,985314016.0,"420 ELEVATED, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,209 S TOWER AVE               ,                         ,"420 ELEVATED, LLC                            ",6.0355e+15,985314016.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5376,5377,419759,312,COLVILLE                ,,STEVENS,,419759,,1040 NORTH HIGHWAY            ,COLVILLE                ,WA,                         ,991142032.0,ARDEN 1 STOP DELISHER LATTE INC.,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,1040 NORTH HIGHWAY            ,                         ,HERBAL E SCENTS                              ,6.02484e+15,991142032.0,,1,0,0,0,419759.0,533819,171707.0,2.2299862,0,False,13.18781211,12.05354481
5390,5391,420034,687,COVINGTON               ,,KING,,420034,,PO BOX 6023                   ,KENT                    ,WA,                         ,980646023.0,"OROURKE,  THOMAS",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,27623 COVINGTON WAY SE STE 3  ,                         ,TOM OROURKE                                  ,6.02746e+15,980429137.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5392,5393,420123,391,FORKS                   ,,CLALLAM,,420123,,PO BOX 191                    ,LA PUSH                 ,WA,                         ,983500191.0,"BRASSFIELD,  JENNIFER  RAE",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,193161 HWY 101                ,                         ,LA PUSH KUSH                                 ,6.01831e+15,983319206.0,,1,0,0,0,420123.0,1871,692.0,0.369855692,0,False,7.534228326,6.539585956
5394,5395,420288,112,KITTITAS                ,,KITTITAS,,420288,,1893 YOUNG GRADE RD           ,YAKIMA                  ,WA,                         ,989089483.0,"NUNLEY,  ESCHELLE  D",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,303 KING STEET                ,                         ,CANNABIS WAREHOUSE                           ,6.02563e+15,98934.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5395,5396,420289,55,SEATTLE                 ,,KING,,420289,,223 1/2 11TH AVE E            ,SEATTLE                 ,WA,                         ,981025721.0,"JUNEJA,  NEIL",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,5135 BALLARD AVE NW           ,                         ,BALLARD RETAIL SYSTEMS                       ,6.02928e+15,981074857.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5396,5397,420290,61,LACROSSE                ,,WHITMAN,,420290,,19501 STATE ROUTE 127         ,LACROSSE                ,WA,                         ,991438709.0,BELLA SOLE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,19501 STATE ROUTE 127         ,                         ,BELLA SOLE                                   ,6.03095e+15,991438709.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5397,5398,420291,313,SEATTLE                 ,,KING,,420291,,2701 CALIFORNIA AVE SW PMB 209,SEATTLE                 ,WA,                         ,98116.0,"HERBAN LEGENDS, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,55 BELL ST                    ,                         ,HERBAN LEGENDS                               ,6.031e+15,981211762.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5398,5399,420292,668,SEATTLE                 ,,KING,,420292,,118 S WASHINGTON ST           ,SEATTLE                 ,WA,                         ,981042522.0,"WASHINGTON O G, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,118 S WASHINGTON ST           ,                         ,THE SOURCE                                   ,6.03148e+15,981042522.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5399,5400,420293,481,SPOKANE                 ,,SPOKANE,,420293,,4811 N MARKET ST              ,SPOKANE                 ,WA,                         ,992175028.0,NORTHSIDE ALTERNATIVE WELLNESS INC.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,4811 N MARKET ST              ,                         ,NORTHSIDE ALTERNATIVE WELLNESS CENTER        ,6.03268e+15,992175028.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5400,5401,420295,700,ISSAQUAH                ,,KING,,420295,,2466 72ND AVE NE              ,MERCER ISLAND           ,WA,                         ,980402617.0,URBAN FARMACY,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,19031 SE 63RD PL              ,                         ,URBAN FARMACY                                ,6.03308e+15,980278621.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5401,5402,420296,334,SILVERDALE              ,,KITSAP,,420296,,9576 RIDGETOP BLVD NW STE L103,SILVERDALE              ,WA,                         ,983838554.0,HOPE ALTERNATIVE MEDICINE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,2600 NW RANDALL WAY STE 103   ,                         ,HOPE ALTERNATIVE MEDICINE                    ,6.03313e+15,983839427.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5402,5403,420302,314,SEATTLE                 ,,KING,,420302,,2701 CALIFORNIA AVE SW PMB 209,SEATTLE                 ,WA,                         ,981162405.0,LEGEND MAKERS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,2700 4TH AVE S C1             ,                         ,HERBAN LEGENDS                               ,6.03444e+15,981341942.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5403,5404,420304,22,VANCOUVER               ,,CLARK,,420304,,1813 SE 112TH PL              ,VANCOUVER               ,WA,                         ,986646202.0,GOOD GUYS WHOLESALE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,1813 SE 112TH PL              ,                         ,ADAM'S POT SHOP                              ,6.03457e+15,986646202.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5404,5405,420305,45,SEATTLE                 ,,KING,,420305,,223 1/2 11TH AVE E            ,SEATTLE                 ,WA,                         ,981025721.0,"AMERICAN MANUFACTURING SYSTEMS, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,5133 BALLARD AVE NW           ,                         ,AMERICAN MANUFACTURING SYSTEMS LLC           ,6.03532e+15,981074857.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5405,5406,420306,31,TACOMA                  ,,PIERCE,,420306,,9615 PARK AVE S               ,TACOMA                  ,WA,                         ,984445930.0,ALOHA BUSINESS SOLUTIONS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,9210 S HOSMER ST APT F5       ,                         ,ALOHA BUSINESS SOLUTIONS                     ,6.03542e+15,984446880.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5406,5407,420307,269,BELLEVUE                ,,KING,,420307,,PO BOX 848                    ,MEDINA                  ,WA,                         ,980390848.0,I-502 FACTORIA INVESTMENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,12827 SE 40TH PL              ,                         ,GREEN THEORY FACTORIA                        ,6.03546e+15,980061232.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5407,5408,420308,270,KIRKLAND                ,,KING,,420308,,PO BOX 848                    ,MEDINA                  ,WA,                         ,980390848.0,I-502 KIRKLAND INVESTMENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,8802 122ND AVE NE             ,                         ,GREEN THEORY KIRKLAND                        ,6.03547e+15,980335828.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5408,5409,420309,73,SEATTLE                 ,,KING,,420309,,2669 NW KENT ST               ,CAMAS                   ,WA,                         ,986079025.0,"BIG EYES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,2310 E MADISON ST UNIT B      ,                         ,BIG EYES                                     ,6.03548e+15,981125417.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5409,5410,420310,48,WENATCHEE               ,,CHELAN,,420310,,3014 GS CENTER RD STE A       ,WENATCHEE               ,WA,                         ,988019145.0,APPLE POT SHOP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,3014 GS CENTER RD STE A       ,                         ,APPLE POT SHOP                               ,6.03549e+15,988019145.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5410,5411,420312,703,VANCOUVER               ,,CLARK,,420312,,8515 NE 219TH ST              ,BATTLE GROUND           ,WA,                         ,986048600.0,"VENTURE PATH, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,5404 NE SAINT JOHNS RD        ,                         ,VENTURE PATH                                 ,6.03549e+15,98661.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5411,5412,420314,189,SEATTLE                 ,,KING,,420314,,5120 215TH ST SE              ,WOODINVILLE             ,WA,                         ,980728376.0,STRAIGHT LINE ANALYTICS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,9200 AURORA AVE N             ,                         ,ETCETERA                                     ,6.03549e+15,981033213.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5412,5413,420315,562,OLYMPIA                 ,,THURSTON,,420315,,12129 COUNTRYVIEW CT SW       ,OLYMPIA                 ,WA,                         ,985121086.0,SEBAUDY LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,12129 COUNTRYVIEW CT SW       ,                         ,SEBAUDY LLC                                  ,6.0355e+15,985121086.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5413,5414,420317,566,AIRWAY HEIGHTS          ,,SPOKANE,,420317,,PO BOX 939                    ,AIRWAY HEIGHTS          ,WA,                         ,990010939.0,"PATEL,  SEEMA",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,12216 W 9TH AVE               ,                         ,SEEMA                                        ,6.0355e+15,990015000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5414,5415,420318,715,RENTON                  ,,KING,,420318,,17831 112TH AVE SE            ,RENTON                  ,WA,                         ,980556556.0,"CHATHA,  HARKAWAL  SINGH",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,17831 112TH AVE SE            ,                         ,WEED STORE                                   ,6.0355e+15,980556556.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5415,5416,420319,259,AUBURN                  ,,PIERCE,,420319,,3511 ORCHARD PL SE            ,AUBURN                  ,WA,                         ,980927392.0,"MENDOZA,  JERREME",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,240 AUBURN WAY S              ,                         ,GREEN PROS                                   ,6.0355e+15,980025452.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5416,5417,420320,81,SPOKANE VALLEY          ,,SPOKANE,,420320,,1506 N PINES RD               ,SPOKANE VALLEY          ,WA,                         ,992064945.0,"BREAKING BUD, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,1506 N PINES RD               ,                         ,BREAKING BUD                                 ,6.0355e+15,992064945.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5417,5418,420321,676,YAKIMA                  ,,YAKIMA,,420321,,5808 SUMMITVIEW AVE STE B     ,YAKIMA                  ,WA,                         ,989083095.0,BLEVINS MARIJUANA LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,5808 SUMMITVIEW AVE STE B     ,                         ,THE WEED SPOT                                ,6.0355e+15,989083095.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5418,5419,420324,88,ABERDEEN                ,,GRAYS HARBOR,,420324,,1228 MACFARLANE ST            ,ABERDEEN                ,WA,                         ,985208028.0,"BRUMFIELD,  YVONNE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,1228 MACFARLANE ST            ,                         ,BUZZ EMPORIUM                                ,6.0355e+15,985208028.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
