,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
978,979,412828,1656,SHELTON                 ,SHELTON                 ,MASON,20131206.0,412828,                         ,105 W UNIVERSITY AVE          ,,,,,ERHART CANNABIS INC.,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6610 W SKOKOMISH VALLEY RD    ,                         ,ERHART CANNABIS CO                           ,6.03448e+15,985847439.0,985843635.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
979,980,412828,1211,SHELTON                 ,SHELTON                 ,MASON,20131206.0,412828,                         ,105 W UNIVERSITY AVE          ,,,,,ERHART CANNABIS INC.,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6610 W SKOKOMISH VALLEY RD    ,                         ,ERHART CANNABIS CO                           ,6.03448e+15,985847439.0,985843635.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
980,981,412830,986,ALMIRA                  ,ALMIRA                  ,LINCOLN,20150807.0,412830,                         ,PO BOX 54                     ,,,,,"3RB'S, INC.",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,"31150 COSGROVE RD N, STE A    ",                         ,CANNA BASIN FARMS                            ,6.03352e+15,991038729.0,991030054.0,0,1,0,0,412830.0,56748,0.0,0.0,1,True,10.94637569,#NAME?,5.73333333333,5.73333333333
981,982,412830,1375,ALMIRA                  ,ALMIRA                  ,LINCOLN,20150807.0,412830,                         ,PO BOX 54                     ,,,,,"3RB'S, INC.",MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,"31150 COSGROVE RD N, STE A    ",                         ,CANNA BASIN FARMS                            ,6.03352e+15,991038729.0,991030054.0,0,0,1,0,412830.0,56748,0.0,0.0,1,True,10.94637569,#NAME?,5.73333333333,5.73333333333
982,983,412831,1526,EAST WENATCHEE          ,WENATCHEE               ,DOUGLAS,20150130.0,412831,                         ,PO BOX 2874                   ,,,,,"D & S ORGANICS, LLC",MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,806 UTE AVE E                 ,                         ,D&S FARMS                                    ,6.03352e+15,988029334.0,988072874.0,0,0,1,0,412831.0,335022,0.0,0.0,0,False,12.72195148,#NAME?,12.0333333333,12.0333333333
983,984,412831,1110,EAST WENATCHEE          ,WENATCHEE               ,DOUGLAS,20150130.0,412831,                         ,PO BOX 2874                   ,,,,,"D & S ORGANICS, LLC",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,806 UTE AVE E                 ,                         ,D&S FARMS                                    ,6.03352e+15,988029334.0,988072874.0,0,1,0,0,412831.0,335022,0.0,0.0,0,False,12.72195148,#NAME?,12.0333333333,12.0333333333
984,985,412833,1930,CARNATION               ,SEATTLE                 ,KING,20131206.0,412833,                         ,4412 NE 60TH ST               ,,,,,GROWERS GUILD LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2717 291ST AVE NE             ,STE A                    ,GROWERS GUILD                                ,6.03352e+15,980148202.0,981157604.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
985,986,412833,1415,CARNATION               ,SEATTLE                 ,KING,20131206.0,412833,                         ,4412 NE 60TH ST               ,,,,,GROWERS GUILD LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2717 291ST AVE NE             ,STE A                    ,GROWERS GUILD                                ,6.03352e+15,980148202.0,981157604.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
986,987,412834,1186,SPOKANE                 ,SPOKANE                 ,SPOKANE,20131121.0,412834,                         ,3016 N SMITH ST               ,,,,,"REED,  SEAN",MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,20301 W COULEE HITE RD STE B  ,                         ,ALPHA BUD                                    ,6.0193e+15,992078917.0,992075687.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.5333333333,26.5333333333
987,988,412835,1965,TACOMA                  ,TACOMA                  ,PIERCE,20131206.0,412835,                         ,1320 N FIR ST                 ,,,,,HCG LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3005 CHANDLER ST              ,                         ,HCG                                          ,6.03353e+15,984097932.0,984061119.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
988,989,412835,1443,TACOMA                  ,TACOMA                  ,PIERCE,20131206.0,412835,                         ,1320 N FIR ST                 ,,,,,HCG LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3005 CHANDLER ST              ,                         ,HCG                                          ,6.03353e+15,984097932.0,984061119.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
989,990,412836,1426,ROCHESTER               ,TUMWATER                ,THURSTON,20131206.0,412836,                         ,PO BOX 14442                  ,,,,,CARCIE CROPS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,15903 CASE RD SW #A           ,                         ,GUERRILLA GREENS                             ,6.03353e+15,985799416.0,985114442.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
990,991,412836,1944,ROCHESTER               ,TUMWATER                ,THURSTON,20131206.0,412836,                         ,PO BOX 14442                  ,,,,,CARCIE CROPS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,15903 CASE RD SW #A           ,                         ,GUERRILLA GREENS                             ,6.03353e+15,985799416.0,985114442.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
991,992,412839,1570,ROY                     ,ROY                     ,PIERCE,20150814.0,412839,BOX 3                    ,2915 288TH ST E               ,,,,,DLH RANCH LLC,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,2915 288TH ST E SUITE 3       ,                         ,DLH RANCH                                    ,6.03353e+15,985808559.0,985808559.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,5.5,5.5
992,993,412840,1681,STANWOOD                ,STANWOOD                ,SNOHOMISH,20131206.0,412840,                         ,1632 300TH ST NE              ,,,,,EVERI GREENE L.L.C.,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,"1632 300TH ST NE, SUITE B     ",                         ,EVERI GREENE                                 ,6.03353e+15,982929629.0,982929629.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
993,994,412840,1231,STANWOOD                ,STANWOOD                ,SNOHOMISH,20131206.0,412840,                         ,1632 300TH ST NE              ,,,,,EVERI GREENE L.L.C.,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,"1632 300TH ST NE, SUITE B     ",                         ,EVERI GREENE                                 ,6.03353e+15,982929629.0,982929629.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
994,995,412841,453,BOW                     ,MAPLE FALLS             ,SKAGIT,20140930.0,412841,                         ,PO BOX 1891                   ,,,,,"ORACLE ACRES, INC.",MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,3533 CHUCKANUT DR SUITE A     ,                         ,ORACLE ACRES                                 ,6.03352e+15,982328564.0,982661891.0,0,0,1,0,412841.0,40604,0.0,0.0,0,False,10.61162186,#NAME?,16.1,16.1
995,996,412841,323,BOW                     ,MAPLE FALLS             ,SKAGIT,20140930.0,412841,                         ,PO BOX 1891                   ,,,,,"ORACLE ACRES, INC.",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,3533 CHUCKANUT DR SUITE A     ,                         ,ORACLE ACRES                                 ,6.03352e+15,982328564.0,982661891.0,0,1,0,0,412841.0,40604,0.0,0.0,0,False,10.61162186,#NAME?,16.1,16.1
996,997,412842,578,TUMWATER                ,GIG HARBOR              ,THURSTON,20131206.0,412842,                         ,13222 GOODNOUGH DR NW         ,,,,,"BPMC, INC.",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1019 85TH AVE SE              ,                         ,PURE CANNASEUR                               ,6.03352e+15,985015706.0,98332.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
997,998,412842,417,TUMWATER                ,GIG HARBOR              ,THURSTON,20131206.0,412842,                         ,13222 GOODNOUGH DR NW         ,,,,,"BPMC, INC.",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1019 85TH AVE SE              ,                         ,PURE CANNASEUR                               ,6.03352e+15,985015706.0,98332.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
998,999,412843,743,MOUNT VERNON            ,MOUNT VERNON            ,SKAGIT,20131206.0,412843,UNIT B                   ,16915 STATE HIGHWAY 20        ,,,,,"SKAGIT ORGANICS, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,16915 STATE HIGHWAY 20        ,UNIT B                   ,SKAGIT ORGANICS                              ,6.03352e+15,982730000.0,982738850.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
999,1000,412843,532,MOUNT VERNON            ,MOUNT VERNON            ,SKAGIT,20131206.0,412843,UNIT B                   ,16915 STATE HIGHWAY 20        ,,,,,"SKAGIT ORGANICS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,16915 STATE HIGHWAY 20        ,UNIT B                   ,SKAGIT ORGANICS                              ,6.03352e+15,982730000.0,982738850.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1000,1001,412844,611,WHITE SALMON            ,WHITE SALMON            ,KLICKITAT,20140805.0,412844,                         ,PO BOX 811                    ,,,,,SYNCLINE NORTHWEST LIMITED LIABILITY CO.,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,112 TUNNEL RD  STE A          ,                         ,SYNCLINE NORTHWEST                           ,6.03348e+15,986728826.0,986720811.0,0,1,0,0,412844.0,44682,0.0,0.0,0,False,10.70732601,#NAME?,17.9666666667,17.9666666667
1001,1002,412844,853,WHITE SALMON            ,WHITE SALMON            ,KLICKITAT,20140805.0,412844,                         ,PO BOX 811                    ,,,,,SYNCLINE NORTHWEST LIMITED LIABILITY CO.,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,112 TUNNEL RD  STE A          ,                         ,SYNCLINE NORTHWEST                           ,6.03348e+15,986728826.0,986720811.0,0,0,1,0,412844.0,44682,0.0,0.0,0,False,10.70732601,#NAME?,17.9666666667,17.9666666667
1002,1003,412847,1852,ROCHESTER               ,MOSSYROCK               ,THURSTON,20131206.0,412847,                         ,119 WALLACE RD                ,,,,,GREEN FREEDOM LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,18501 LOGANBERRY ST SW STE B  ,                         ,GREEN FREEDOM                                ,6.03351e+15,985799119.0,985649613.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1003,1004,412848,1673,COLFAX                  ,YAKIMA                  ,WHITMAN,20131206.0,412848,                         ,231 S 1ST ST # 100            ,,,,,EVERGREEN LEAF FARMS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,520 HEGLAR DR                 ,SUITE A                  ,EVERGREEN LEAF FARMS                         ,6.03351e+15,991110000.0,989012811.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1004,1005,412848,1225,COLFAX                  ,YAKIMA                  ,WHITMAN,20131206.0,412848,                         ,231 S 1ST ST # 100            ,,,,,EVERGREEN LEAF FARMS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,520 HEGLAR DR                 ,SUITE A                  ,EVERGREEN LEAF FARMS                         ,6.03351e+15,991110000.0,989012811.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1005,1006,412849,1312,ELMA                    ,LYNNWOOD                ,GRAYS HARBOR,20131206.0,412849,                         ,2610 164TH ST SW #A335        ,,,,,BLUE STAR CK INC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,98 SCHOUWEILER RD             ,                         ,BLUE STAR CK                                 ,6.03351e+15,985419352.0,980877845.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1006,1007,412849,942,ELMA                    ,LYNNWOOD                ,GRAYS HARBOR,20131206.0,412849,                         ,2610 164TH ST SW #A335        ,,,,,BLUE STAR CK INC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,98 SCHOUWEILER RD             ,                         ,BLUE STAR CK                                 ,6.03351e+15,985419352.0,980877845.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1007,1008,412850,1231,WENATCHEE               ,SEATTLE                 ,CHELAN,20131206.0,412850,                         ,11314 8TH AVE NE              ,,,,,AUNT DONNA'S LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3710 US 97 ALTERNATE          ,                         ,AUNT DONNA'S                                 ,6.03351e+15,988010000.0,981256111.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1008,1009,412850,884,WENATCHEE               ,SEATTLE                 ,CHELAN,20131206.0,412850,                         ,11314 8TH AVE NE              ,,,,,AUNT DONNA'S LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3710 US 97 ALTERNATE          ,                         ,AUNT DONNA'S                                 ,6.03351e+15,988010000.0,981256111.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1009,1010,412851,1232,OTHELLO                 ,SEATTLE                 ,ADAMS,20131123.0,412851,                         ,11314 8TH AVE NE              ,,,,,AUNT DONNA'S LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1199 W CUNNINGHAM RD          ,PARCEL 8                 ,AUNT DONNA'S                                 ,6.03351e+15,993440000.0,981256111.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.4666666667,26.4666666667
1010,1011,412851,885,OTHELLO                 ,SEATTLE                 ,ADAMS,20131123.0,412851,                         ,11314 8TH AVE NE              ,,,,,AUNT DONNA'S LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1199 W CUNNINGHAM RD          ,PARCEL 8                 ,AUNT DONNA'S                                 ,6.03351e+15,993440000.0,981256111.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.4666666667,26.4666666667
1011,1012,412852,189,SEATTLE                 ,MERCER ISLAND           ,KING,20131206.0,412852,                         ,4210 85TH AVE SE              ,,,,,"LIBERTY STREET FARM, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1128 SW SPOKANE ST STE 420    ,STE 420                  ,LIBERTY STREET FARM                          ,6.03351e+15,981341128.0,980404022.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1012,1013,412852,145,SEATTLE                 ,MERCER ISLAND           ,KING,20131206.0,412852,                         ,4210 85TH AVE SE              ,,,,,"LIBERTY STREET FARM, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1128 SW SPOKANE ST STE 420    ,STE 420                  ,LIBERTY STREET FARM                          ,6.03351e+15,981341128.0,980404022.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.0333333333,26.0333333333
1013,1014,412854,614,YELM                    ,GRAHAM                  ,THURSTON,20150630.0,412854,                         ,32104 BENBOW DR E             ,,,,,RAINIER ORGANICS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),PENDING        ,WA,WA,,15709 ORDWAY DR S.E.          ,                         ,RAINIER ORGANICS                             ,6.03347e+15,985970000.0,983389019.0,0,0,1,0,412854.0,11019,0.0,0.0,0,False,9.307409912,#NAME?,7.0,7.0
1014,1015,412854,444,YELM                    ,GRAHAM                  ,THURSTON,20150630.0,412854,                         ,32104 BENBOW DR E             ,,,,,RAINIER ORGANICS LLC,MARIJUANA PROCESSOR                ,PENDING (ISSUED),PENDING        ,WA,WA,,15709 ORDWAY DR S.E.          ,                         ,RAINIER ORGANICS                             ,6.03347e+15,985970000.0,983389019.0,0,1,0,0,412854.0,11019,0.0,0.0,0,False,9.307409912,#NAME?,7.0,7.0
1015,1016,412855,580,ENUMCLAW                ,SEATTLE                 ,KING,20150706.0,412855,                         ,2233 1ST AVE #104             ,,,,,PURE GREEN CROSS WA LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),PENDING        ,WA,WA,,21418 SE 436TH                ,                         ,PURE GREEN CROSS WA                          ,6.03342e+15,980229041.0,981213631.0,0,0,1,0,412855.0,4534,0.0,0.0,0,False,8.419359831,#NAME?,6.8,6.8
1016,1017,412855,419,ENUMCLAW                ,SEATTLE                 ,KING,20150706.0,412855,                         ,2233 1ST AVE #104             ,,,,,PURE GREEN CROSS WA LLC,MARIJUANA PROCESSOR                ,PENDING (ISSUED),PENDING        ,WA,WA,,21418 SE 436TH                ,                         ,PURE GREEN CROSS WA                          ,6.03342e+15,980229041.0,981213631.0,0,1,0,0,412855.0,4534,0.0,0.0,0,False,8.419359831,#NAME?,6.8,6.8
1017,1018,412856,579,PORT TOWNSEND           ,KINGSTON                ,JEFFERSON,20150127.0,412856,                         ,PO BOX 1173                   ,,,,,PURE FUNK LLC,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,274 A OTTO ST                 ,                         ,PURE FUNK                                    ,6.03342e+15,983689719.0,983461173.0,0,0,1,0,412856.0,36440,0.0,0.0,0,False,10.50342235,#NAME?,12.1333333333,12.1333333333
